ZIP,SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,ORGFLSUBCHP,CRNTCHP,CRNTFLSUBCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,CLSUBCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT,GEOID
38018,2022-12-31,1,1,0,BK06512222516400,06,51,2,2225164,0,0,,2022-11-22,2022-11-22,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,12040,0,12040,55609,19900,0,35709,55609,0,55609,2821,3469,2343,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222382600,06,51,2,2223826,0,0,,2022-09-07,2022-09-07,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,C,C,C,C,A,A,y,y,,,234726.92,223900,10826.92,193366.62,130045.49,0,63321.13,193366.62,0,193366.62,5576.69,5147.03,4954.39,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222534400,06,51,2,2225344,0,0,,2022-12-05,2022-12-05,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,y,y,,,9683,0,9683,62801.54,7977.45,15000,39824.09,16522.54,46279,62801.54,3100,3100,2425,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222331100,06,51,2,2223311,0,0,,2022-08-10,2022-08-10,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,18100,0,18100,18307,14050,0,4257,18307,0,18307,2239.87,3019.04,2555,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222501900,06,51,2,2225019,0,0,,2022-11-14,2022-11-14,2022,2023,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,n,n,,,6429,0,6429,66697.37,0,0,66697.37,66697.37,0,66697.37,3391,2950.33,3181,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222027000,06,51,2,2220270,0,0,,2022-01-25,2022-01-25,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,11220,0,11220,23883.5,0,0,23883.5,23883.5,0,23883.5,4596.42,5704.62,2515,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222475800,06,51,2,2224758,0,0,,2022-10-28,2022-10-28,2022,2023,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,n,n,,,7400,0,7400,20931.91,1754.66,0,19177.25,20931.91,0,20931.91,0,1253,1200,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222498100,06,51,2,2224981,0,0,,2022-11-10,2022-11-10,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,1600,0,1600,5300,0,0,5300,NA,NA,NA,3894,3389,2794,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222333000,06,51,2,2223330,0,0,,2022-08-11,2022-08-11,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,y,y,,,4060,0,4060,54329,21000,0,33329,54329,0,54329,2570,2570,2052,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222515900,06,51,2,2225159,0,0,,2022-11-22,2022-11-22,2022,2023,13,,13,,b,b,y,380180000,47157,n,n,NA,380180000,47157,n,n,NA,i,,v,i,i,n,N,C,C,D,D,A,A,y,y,,,493916,421000,72916,792484,558848,0,233636,792484,0,792484,8391,8038,3765,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222397400,06,51,2,2223974,0,0,,2022-09-14,2022-09-14,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,23597,0,23597,56849,16873,0,39976,32695,24154,56849,1290,2906.5,2680,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222162900,06,51,2,2221629,0,0,,2022-04-26,2022-04-26,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,C,C,C,C,A,A,n,n,,,246860,170400,76460,187860.96,137956,0,49904.96,187860.96,0,187860.96,1187,1187,3234.54,,,,,10.6.4,2022-08-21,2022,2022,7,,n,A,2022-08-15,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222467600,06,51,2,2224676,0,0,,2022-10-24,2022-10-24,2022,2023,7,,7,,c,c,n,380186659,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,C,C,A,A,n,n,,,7210,0,7210,284806,0,0,284806,284806,0,284806,3698.46,3100,0,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222088400,06,51,2,2220884,0,0,,2022-03-10,2022-03-10,2022,2022,13,,13,,c,c,n,380182245,47157,y,y,NA,,,,,NA,i,i,v,i,i,n,Y,C,C,C,C,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,10.6.3,2022-07-06,2022,2022,13,,y,I,2022-04-06,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38018
38018,2022-12-31,1,1,0,BK06512222166500,06,51,2,2221665,0,0,,2022-04-28,2022-04-28,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,C,C,A,A,y,y,,,30100,0,30100,121764,15000,0,106764,110188,11576,121764,4231,4231,3635,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222406400,06,51,2,2224064,0,0,,2022-09-20,2022-09-20,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,46520,0,46520,58995.16,49924.5,0,9070.66,58995.16,0,58995.16,3503.91,3488.95,2790,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222438600,06,51,2,2224386,0,0,,2022-10-10,2022-10-10,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,y,y,,,25825,0,25825,64200,23000,0,41200,24200,40000,64200,2306.74,1726.8,1060,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222201100,06,51,2,2222011,0,0,,2022-05-20,2022-05-20,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,N,A,A,A,A,A,A,y,y,,,5521,0,5521,12407.99,4000,0,8407.99,12407.99,0,12407.99,1464,942.66,2544,,,,,10.6.4,2022-11-29,2022,2023,13,,n,K,2022-08-26,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06511221137800,06,51,1,2211378,0,0,,2022-11-21,2022-11-21,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,B,B,C,C,A,A,y,y,,,56728,0,56728,100480,40798,2800,56882,54673,45807,100480,8807.8,7943.21,6942,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222057000,06,51,2,2220570,0,0,,2022-02-16,2022-02-16,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,C,C,A,A,y,y,,,30851.45,0,30851.45,117130.71,13880,5000,98250.71,91288.71,25842,117130.71,8012.58,6429.95,5345,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222537400,06,51,2,2225374,0,0,,2022-12-06,2022-12-06,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,18100,0,18100,18307,14050,0,4257,18307,0,18307,2336.67,2759.38,2275,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222506000,06,51,2,2225060,0,0,,2022-11-16,2022-11-16,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,C,C,A,A,A,A,y,y,,,174732,153500,21232,39502,26335,0,13167,39502,0,39502,1770,1646.6,30,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222315600,06,51,2,2223156,0,0,,2022-08-02,2022-08-02,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,y,y,,,2790,0,2790,58389,0,0,58389,28389,30000,58389,4768.67,4225.61,3950,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222354400,06,51,2,2223544,0,0,,2022-08-24,2022-08-24,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,3060,0,3060,5000,0,0,5000,5000,0,5000,5214.75,3620.18,3270,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222481300,06,51,2,2224813,0,0,,2022-11-01,2022-11-01,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,5625,0,5625,7265,3900,0,3365,7265,0,7265,3418,2880,2700,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222384700,06,51,2,2223847,0,0,,2022-09-08,2022-09-08,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,A,A,A,A,A,A,n,n,,,9860.89,0,9860.89,22758.48,0,0,22758.48,22758.48,0,22758.48,0,1388,1521,,,,,10.6.4,2022-12-12,2022,2023,7,,n,A,2022-12-08,2022,2023,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222567700,06,51,2,2225677,0,0,,2022-12-28,2022-12-28,2022,2023,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,,v,i,i,,N,A,A,C,C,A,A,n,n,,,26034.43,0,26034.43,104344.49,20000,0,84344.49,104344.49,0,104344.49,4014.99,2618.31,3491,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222296300,06,51,2,2222963,0,0,,2022-07-20,2022-07-20,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,13891,0,13891,29383,9965,0,19418,29383,0,29383,2990.51,2793.99,2405,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222189800,06,51,2,2221898,0,0,,2022-05-13,2022-05-13,2022,2022,7,,7,,c,c,n,380186510,47157,n,n,NA,,,,,NA,i,p,v,i,i,,N,A,A,C,C,A,A,n,n,,,24400,0,24400,109286.32,47000,0,62286.32,NA,NA,NA,3433.42,1971.64,3335,,,,,10.6.4,2022-12-16,2022,2023,7,,n,A,2022-12-16,2022,2023,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,0,1,BK06512222001400,06,51,2,2220014,0,0,,2022-01-03,2022-01-03,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,p,v,i,i,,N,A,A,A,A,A,A,n,n,,,6024,0,6024,18010,3043,0,14967,18010,0,18010,2389.04,2556.24,2385,,,,,10.6.3,2022-05-05,2022,2022,7,,n,A,2022-05-05,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38018
38018,2022-12-31,1,1,0,BK06512222372600,06,51,2,2223726,0,0,,2022-09-01,2022-09-01,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,18252,0,18252,27918.9,14985.4,0,12933.5,27918.9,0,27918.9,4398.11,3733.01,3178,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222154500,06,51,2,2221545,0,0,,2022-04-20,2022-04-20,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,15976,0,15976,71699,5362,0,66337,71699,0,71699,2099.25,2451.72,2090,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222530100,06,51,2,2225301,0,0,,2022-12-01,2022-12-01,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,19178.96,0,19178.96,64156,13000,3500,47656,38656,25500,64156,3042.27,2687.14,2185,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222330700,06,51,2,2223307,0,0,,2022-08-10,2022-08-10,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,17918,0,17918,28123,22000,0,6123,28123,0,28123,2466.81,2705.26,2080,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222317900,06,51,2,2223179,0,0,,2022-08-03,2022-08-03,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,C,C,C,C,A,A,y,y,,,307945,299200,8745,229428.41,187099.41,0,42329,222750.41,6678,229428.41,3973.8,5840,3491,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222099400,06,51,2,2220994,0,0,,2022-03-16,2022-03-16,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,N,C,C,C,C,A,A,y,y,,,203686,188400,15286,327672.43,233183,1790,92699.43,240085.24,87587.19,327672.43,2056.2,4990.25,1488,,,,,10.6.4,2022-09-07,2022,2022,13,,n,K,2022-06-08,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK065121224163r1,06,51,2,1224163,r,1,,2012-04-20,2022-10-04,2022,2023,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,,v,i,i,,N,C,C,E,E,A,A,n,n,,,427874.5,416100,11774.5,3124497.42,387526.04,0,2736971.38,3124497.42,0,3124497.42,3000,3000,3000,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222454100,06,51,2,2224541,0,0,,2022-10-17,2022-10-17,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,14650,0,14650,11600,11600,0,0,11600,0,11600,2126,1870,1615,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222513900,06,51,2,2225139,0,0,,2022-11-21,2022-11-21,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,1550,0,1550,10000,0,0,10000,10000,0,10000,2920,2920,2650,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222064400,06,51,2,2220644,0,0,,2022-02-23,2022-02-23,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,8400,0,8400,33105,6000,0,27105,33105,0,33105,5000,4818.47,4667,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222092200,06,51,2,2220922,0,0,,2022-03-11,2022-03-11,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,C,C,C,C,C,C,n,n,,,198462.82,183100,15362.82,420860.22,166340,0,254520.22,210355.22,210505,420860.22,6575.02,4440.9,4634,,,,,10.6.3,2022-08-03,2022,2022,7,,n,A,2022-06-23,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222508100,06,51,2,2225081,0,0,,2022-11-17,2022-11-17,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,C,C,C,C,A,A,y,y,,,147750,134000,13750,122691.07,122691.07,0,0,122691.07,0,122691.07,2200,1693.32,1116,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222491500,06,51,2,2224915,0,0,,2022-11-08,2022-11-08,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,12085,0,12085,24862,9131,0,15731,24862,0,24862,2253.33,3859.54,3464,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222062000,06,51,2,2220620,0,0,,2022-02-22,2022-02-22,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,Y,A,A,A,A,A,A,y,y,,,19676,0,19676,13068.39,0,0,13068.39,13068.39,0,13068.39,500,3987,3625,,,,,10.6.3,2022-07-25,2022,2022,13,,n,K,2022-04-25,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38018
38018,2022-12-31,1,0,1,BK06512222187900,06,51,2,2221879,0,0,,2022-05-12,2022-05-12,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,C,C,C,C,A,A,n,n,,,265949.97,223900,42049.97,223275.49,130045.49,0,93230,223275.49,0,223275.49,5380.87,4538.45,4531.39,,,,,10.6.4,2022-08-15,2022,2022,7,,n,A,2022-08-11,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222570500,06,51,2,2225705,0,0,,2022-12-29,2022-12-29,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,B,B,C,C,A,A,y,y,,,84675,82150,2525,177932.8,123569.71,0,54363.09,177932.8,0,177932.8,2515.65,3333.97,1668.33,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222019400,06,51,2,2220194,0,0,,2022-01-18,2022-01-18,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,p,v,i,i,,Y,C,C,C,C,A,A,y,y,,,280550,273100,7450,246221,222340,0,23881,246221,0,246221,7266.98,5348.61,2629,,,,,10.6.4,2022-10-18,2022,2023,13,,n,K,2022-07-20,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222245900,06,51,2,2222459,0,0,,2022-06-20,2022-06-20,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,27849,0,27849,81742.88,19758,0,61984.88,81742.88,0,81742.88,1919.57,3744,3464,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222385800,06,51,2,2223858,0,0,,2022-09-09,2022-09-09,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,24978.92,0,24978.92,54604.19,16726,0,37878.19,54604.19,0,54604.19,1800,3375.33,2818.82,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222428800,06,51,2,2224288,0,0,,2022-10-04,2022-10-04,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,16825.47,0,16825.47,63206.56,17794,0,45412.56,63206.56,0,63206.56,1939.92,3187.37,3030.13,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222155100,06,51,2,2221551,0,0,,2022-04-21,2022-04-21,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,p,v,i,i,,N,A,A,B,B,A,A,n,n,,,23764,0,23764,66805.5,19291.35,9536,37978.15,57269.5,9536,66805.5,1237,2461.08,2452,,,,,10.6.4,2022-08-15,2022,2022,7,,n,A,2022-08-11,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222421000,06,51,2,2224210,0,0,,2022-09-30,2022-09-30,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,,v,i,i,,N,B,B,C,C,A,A,n,n,,,54419.28,0,54419.28,237400,187958,0,49442,212103,25297,237400,6152.53,4788.47,4632,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222431000,06,51,2,2224310,0,0,,2022-10-05,2022-10-05,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,C,C,C,C,A,A,y,y,,,317110.5,285000,32110.5,271685,223803,0,47882,271685,0,271685,2217,4581,3255,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222449100,06,51,2,2224491,0,0,,2022-10-13,2022-10-13,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,D,D,D,D,A,A,y,y,,,591375,537800,53575,547237.05,424534.05,0,122703,547237.05,0,547237.05,1973,5934.05,4975,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222529700,06,51,2,2225297,0,0,,2022-12-01,2022-12-01,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,C,C,C,C,A,A,y,y,,,263965,255600,8365,250536.42,205190.42,0,45346,220798.42,29738,250536.42,19272.1,5543.89,2815,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222360100,06,51,2,2223601,0,0,,2022-08-26,2022-08-26,2022,2022,7,,7,,c,c,n,380180000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,C,C,C,C,A,A,n,n,,,135664.65,0,135664.65,178293,66477,0,111816,76485,101808,178293,4269.15,4526.52,4521,,,,,10.6.4,2022-12-05,2022,2023,7,,n,A,2022-12-05,2022,2023,,,NA,NA,NA,NA,,10.6.4,N,38018
38018,2022-12-31,1,1,0,BK06512222539300,06,51,2,2225393,0,0,,2022-12-07,2022-12-07,2022,2023,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,12580,0,12580,28813,10744,0,18069,22313,6500,28813,1276.04,1276.04,890,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,1,0,BK06512222238500,06,51,2,2222385,0,0,,2022-06-15,2022-06-15,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,9865,0,9865,35709,18017,0,17692,35709,0,35709,3200,2801,2537,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38018
38018,2022-12-31,1,0,1,BK06512222183100,06,51,2,2221831,0,0,,2022-05-10,2022-05-10,2022,2022,13,,13,,c,c,n,380180000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,Y,A,A,A,A,A,A,y,y,,,24978.92,0,24978.92,42901.19,16726,0,26175.19,42901.19,0,42901.19,1200,3221.07,2728.82,,,,,10.6.4,2022-11-27,2022,2023,13,,n,T,2022-08-24,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38018
